IlmnID,Relation_to_UCSC_CpG_Island,CHR,Infinium_Design_Type
cg10116904,,1,I
cg00415822,N_Shore,19,II
cg04554949,,22,II
cg16929187,Island,11,I
cg04218760,,10,I
cg13469425,,4,II
cg13859294,,13,II
cg05626290,N_Shelf,15,I
ch.19.1716179R,S_Shore,19,II
cg26149765,Island,11,I
cg06628473,S_Shelf,5,II
cg11256947,N_Shore,1,II
cg27027036,,15,II
cg02963266,,14,I
cg19460995,,2,II
cg03255140,,5,II
cg03833751,,12,II
cg21959887,,18,II
cg16168520,,5,II
cg08592733,Island,4,II
cg14615893,,9,II
cg04050315,N_Shore,12,II
cg05975399,,6,II
cg12367145,,9,II
cg09991763,,17,II
cg03401523,,14,II
cg12693436,,10,II
cg19908151,,15,II
cg26413987,Island,12,I
cg08634797,S_Shore,11,II
cg11900328,,8,II
cg10152094,Island,1,I
cg14584716,,4,II
cg05638634,S_Shelf,X,II
cg12688576,N_Shore,6,II
cg07905191,,21,II
cg03497750,Island,19,II
cg09610071,Island,16,I
cg14383135,Island,2,I
cg16213188,,5,II
cg24424591,Island,7,II
cg05328960,Island,16,I
cg12778550,,4,II
cg01160877,N_Shore,1,II
cg27352693,,4,II
cg09099500,,1,II
cg18028477,,3,II
cg01911472,S_Shore,Y,II
cg10229748,,12,II
cg22102617,,3,II
cg11700230,N_Shore,6,II
cg03229509,,4,II
cg07260128,N_Shore,10,I
cg25351194,,1,II
cg01117705,Island,17,II
cg26510945,,19,II
cg10476689,,7,II
cg16695403,,5,I
cg21870645,S_Shelf,1,I
cg08729421,,11,II
cg11445554,,10,II
cg27519395,S_Shore,1,II
cg11946001,,6,II
cg26770385,Island,8,I
cg13979580,,X,II
cg03050902,,8,II
cg16300707,,8,II
cg19384802,,5,II
cg03705048,,18,II
cg20216982,,2,I
cg19130188,S_Shore,10,II
cg08290614,,11,II
cg09886849,,15,II
cg21709043,,21,II
cg01741150,,1,II
cg13328334,,10,II
cg10884052,Island,2,I
cg08842441,,8,II
cg21511563,N_Shelf,2,II
cg14609729,Island,9,I
cg24097853,S_Shelf,16,II
cg07586017,S_Shelf,5,II
cg13951026,S_Shelf,9,I
cg16049975,Island,19,I
cg10644544,N_Shore,17,I
cg00711788,,13,II
cg09745912,,20,II
cg14505161,Island,7,I
cg00927220,,5,II
cg10924589,,16,II
cg13306520,,19,II
cg13199010,,18,II
cg00228629,,4,II
cg08907118,,16,II
cg24083469,Island,12,II
cg14419842,,16,II
ch.10.509007F,,10,II
cg17000173,,21,II
cg07356681,Island,8,I
cg07026910,,2,II
cg23740940,Island,11,I
cg05864507,,X,II
cg11180143,,4,II
cg22382854,,17,I
cg04747539,,6,II
cg11968166,,2,I
cg11137578,S_Shore,5,II
cg24853357,,11,II
cg13754859,S_Shore,14,II
cg07602200,,12,II
cg23203997,,15,II
cg06350590,,8,II
cg18837946,,1,II
cg01069753,Island,6,I
cg03174931,S_Shore,2,I
cg21086464,Island,11,II
cg01853367,,14,I
cg01386275,N_Shore,5,II
cg18687809,N_Shore,10,II
cg12542842,,6,II
cg23641305,,19,II
cg06250623,,6,II
cg07515667,Island,16,II
cg20040041,,10,II
cg13890949,,12,II
cg21307951,,1,II
cg16471539,S_Shore,14,II
cg20572557,,13,II
cg14798158,,15,I
cg25604616,,10,II
cg11157879,,8,II
cg00923054,,15,II
cg06397202,,2,II
cg00155731,,15,II
cg17582558,S_Shelf,12,II
cg05046784,,19,II
cg00552846,N_Shore,11,II
cg12513622,,16,II
cg26550162,Island,10,II
cg06958563,Island,5,I
cg04203138,,13,II
cg23471482,,16,II
cg20779757,Island,15,II
cg00293626,,8,I
cg02230854,Island,8,I
cg11758748,,11,II
cg16795772,,2,II
cg22569359,N_Shore,10,I
cg10007002,Island,8,I
cg10595396,,16,II
cg17807411,,16,II
cg06711298,Island,2,I
cg09241279,,16,II
cg05326756,N_Shore,8,II
cg03930899,S_Shore,16,I
cg12909559,Island,1,I
cg09810609,,17,II
cg09668344,N_Shore,11,II
cg13537061,S_Shore,7,II
cg03125480,,1,II
cg07560520,Island,10,II
cg15673990,,14,II
cg11100640,,15,II
cg16113188,,8,II
cg09342877,S_Shelf,X,II
cg16620229,S_Shore,X,II
cg15607103,,6,II
cg06285810,S_Shore,7,II
cg07141614,,14,II
cg07392460,Island,2,I
cg16110314,,1,II
cg24005360,N_Shelf,5,II
cg02531969,,11,II
cg21497480,,8,II
cg14995235,,10,II
cg06441714,,3,II
cg09418459,,20,II
cg25315527,,2,II
cg07568298,Island,7,I
cg18825766,,4,II
cg04482760,S_Shore,15,II
cg26117186,,13,II
cg18051902,,5,II
cg07452769,,18,II
cg19699369,Island,11,I
cg07270696,Island,17,I
cg10076181,,16,II
cg23333420,Island,10,II
cg07115171,,8,II
cg16074101,N_Shore,6,II
cg18709313,,14,II
cg03866108,,7,II
cg24362778,,7,II
cg18659191,,22,II
cg22598458,,7,II
cg24427688,S_Shore,19,II
cg01385774,N_Shore,5,II
cg07462448,S_Shore,10,II
cg26182406,S_Shelf,14,II
cg07085925,,9,II
cg27355551,,4,II
cg20029458,,15,I
cg24367840,,2,I
cg12520628,,10,II
cg01035900,Island,17,I
cg27307523,Island,1,II
cg14696743,,13,II
cg19956836,N_Shelf,11,II
cg13328771,N_Shelf,17,II
cg02201914,,4,I
cg01773202,S_Shore,3,II
cg14305965,,13,II
cg17155907,Island,12,I
cg03002968,,1,II
cg07112464,,11,II
cg26466173,Island,10,I
cg05764061,Island,2,II
cg20914416,,15,II
cg25584626,N_Shore,5,II
cg07793819,,4,II
cg05710090,,12,II
cg19185339,,13,I
cg17898030,N_Shelf,17,II
cg20978460,N_Shore,7,I
cg07973395,N_Shore,15,II
cg22803214,,1,II
cg12531838,S_Shore,10,I
cg18376472,Island,1,I
cg05137443,,6,II
cg17435445,S_Shore,6,II
cg26246928,Island,1,I
cg15272228,,22,II
cg12549268,Island,1,I
cg06134690,Island,16,I
cg05662003,,3,II
cg17830714,S_Shelf,X,II
cg16720432,,3,II
cg18085925,,5,II
cg08848987,,16,II
cg09965980,,13,II
cg10993988,,14,II
cg23544545,Island,3,I
cg04799831,,22,II
cg15738268,,1,II
cg14275429,,4,II
cg16867680,,6,II
cg15842285,,12,II
cg23635570,,13,II
cg21181210,,14,II
cg14863670,S_Shore,20,II
cg16245174,,2,II
cg11656748,,15,II
ch.5.838196R,,5,II
cg23953052,,19,II
cg20095173,Island,8,II
cg26968804,,17,I
cg17170262,,1,II
cg00140927,,X,II
cg22951408,Island,14,I
cg14468513,Island,14,I
cg09057763,,16,II
cg04597210,S_Shore,12,II
cg17459431,Island,1,I
cg08133228,N_Shore,6,II
cg24633403,,17,I
cg16734637,,3,II
cg11780661,,19,II
cg04803489,,5,II
cg21157818,,5,II
cg25196508,N_Shore,12,II
cg02705374,S_Shore,12,II
cg08126665,,5,II
cg23288827,Island,17,I
cg05052363,Island,16,I
cg05716702,,2,II
cg16031515,N_Shore,1,II
cg18781968,,3,II
cg18413891,Island,14,I
cg03554702,Island,20,I
cg25808494,,1,I
cg22127312,S_Shore,1,I
cg18872844,N_Shore,17,II
cg25807671,Island,19,II
cg23267550,N_Shore,6,II
cg19351533,,12,II
cg22392276,Island,14,I
cg26650383,N_Shelf,13,II
cg10358248,Island,19,I
cg14417372,Island,11,I
cg10261641,S_Shelf,13,II
cg21105319,Island,11,I
cg04017672,N_Shore,1,II
cg04335714,N_Shore,22,II
cg08409615,,4,II
cg23250889,,16,II
cg14138610,,19,I
cg02908748,,6,II
cg14740607,,11,II
cg16219899,,6,II
cg00965391,Island,11,II
cg13292953,,15,II
cg27559029,Island,2,I
cg24489302,,20,II
cg08786437,N_Shore,12,II
cg00649280,,21,II
cg20602847,,1,II
cg01642627,,11,II
cg02169446,Island,15,II
cg23534983,Island,8,I
cg24972056,S_Shelf,21,I
cg00221035,Island,7,II
cg10965432,Island,16,II
cg26103497,,5,II
cg25647456,,5,II
cg05766667,Island,16,I
cg14074907,,1,II
cg05489398,,22,II
cg09006261,N_Shore,19,II
cg24726150,Island,2,I
cg00609462,,3,II
cg26633191,,1,II
cg06027254,S_Shore,3,II
cg01260103,Island,11,I
cg19320261,,1,II
cg12056014,,3,II
cg00197173,,6,II
cg18753594,Island,7,II
cg00348992,,1,II
cg27660192,,11,I
cg17214902,S_Shore,10,II
cg23710795,Island,20,I
cg22758697,Island,10,II
cg07044414,,17,II
cg15988394,Island,3,II
cg15448739,N_Shore,X,II
cg01793340,,3,II
cg16851584,,7,I
cg10138882,,9,II
cg21291771,S_Shore,17,I
cg12842902,,1,II
cg10874111,S_Shore,7,I
cg05351978,,12,II
cg14938419,Island,19,I
cg08404221,S_Shore,19,I
cg26888063,,2,II
cg20224780,,10,II
cg08601628,,8,I
cg21218636,Island,17,II
cg07199592,Island,16,I
cg17184855,N_Shore,6,II
cg14395991,N_Shore,14,II
cg00702123,,12,II
cg27347523,,19,I
cg26381512,N_Shore,15,II
cg19422218,,10,II
cg06855567,S_Shore,4,II
cg09639220,,3,II
cg06781608,N_Shore,7,II
cg11171672,S_Shore,14,I
cg14660362,Island,14,I
cg12831439,N_Shore,8,II
cg23075555,Island,6,I
cg18205033,,16,II
cg20056908,N_Shelf,2,II
cg12356190,S_Shore,2,II
cg23450586,,11,II
cg14389832,S_Shelf,18,II
cg13028469,,10,II
cg01022840,,14,II
cg03008511,,21,II
cg27086452,N_Shelf,20,II
cg03960331,S_Shelf,9,II
cg09035930,S_Shore,12,II
cg05874549,,8,II
cg06578832,,2,II
cg10712173,Island,4,I
cg19166626,Island,13,II
cg15026099,S_Shelf,1,II
cg15075970,N_Shore,17,II
cg03103274,N_Shore,4,II
cg25352098,,19,II
cg06622892,,5,II
cg20376082,S_Shore,11,I
cg07754609,,16,II
cg05079794,S_Shore,7,II
cg05081388,,7,II
cg26069890,N_Shelf,6,II
cg15627149,,8,II
cg05014291,,2,I
cg00324223,S_Shelf,6,I
cg14298020,,6,II
cg21767703,Island,1,II
cg18778721,Island,15,II
cg02081120,Island,3,I
cg17180873,,2,II
cg27330542,,7,II
cg12767645,,18,II
cg06130965,,12,II
cg09140833,,14,II
cg13938231,,16,II
cg21850026,,4,II
cg07445309,,3,II
cg19769370,N_Shore,3,II
cg22776767,Island,11,II
cg08906930,,11,II
cg08966595,,1,II
cg05461951,,3,II
cg22154616,Island,1,I
cg09535795,S_Shore,20,II
cg02993943,Island,7,II
cg26473777,,1,II
cg03516394,,6,I
cg11148957,,1,II
cg27567561,N_Shore,12,I
cg10499632,,16,II
cg26030025,N_Shelf,1,II
cg17512348,,9,II
cg04249613,,6,II
cg05042938,,1,II
cg08170293,,16,I
cg07149641,N_Shore,1,II
cg22360016,S_Shore,2,II
cg24501007,,6,II
cg08656408,,9,II
cg20631044,N_Shore,19,II
cg27577993,,7,II
cg08605554,,19,II
cg27466104,,17,II
cg13954067,S_Shelf,9,II
cg25026715,Island,17,I
cg20550890,,17,II
cg26842024,Island,19,II
cg04520396,N_Shelf,17,I
cg21886381,,14,II
cg21237828,,16,II
cg04151725,,1,II
cg03205140,N_Shore,10,II
cg01086406,,9,II
cg05160381,N_Shore,7,I
cg06085994,N_Shore,12,II
cg04165656,N_Shore,7,II
cg02563613,,14,II
cg10299214,,4,II
cg03536571,,13,II
cg07405255,N_Shore,16,II
cg23182549,,11,II
cg20055392,,17,II
cg22601415,,10,II
cg12445255,N_Shelf,9,II
cg23763052,,1,II
cg06298772,,10,II
cg14325112,N_Shelf,9,II
cg16235531,Island,5,I
cg11269819,Island,11,I
cg20656525,Island,14,II
cg02282631,S_Shore,5,I
cg24959066,,3,II
cg27165039,N_Shelf,14,II
cg23830100,S_Shelf,10,II
cg11348485,,19,II
cg16623836,,8,II
cg18548864,,3,I
cg22561487,N_Shore,13,II
cg25659321,,12,II
cg07208161,,6,II
cg05748163,N_Shore,8,II
cg01224913,,2,I
cg14937614,,17,II
cg02233849,N_Shore,7,II
cg05924647,Island,15,I
cg21803661,,8,I
cg03881711,,4,I
cg06312797,,3,I
cg01087254,,15,II
cg23696710,,11,II
cg12037305,Island,6,I
cg11814946,,2,II
cg05177321,,22,II
cg00433284,Island,17,II
cg22044250,,2,II
cg26064634,Island,1,II
cg12896456,,10,II
cg19638381,,3,II
cg12491659,,5,II
cg21224291,Island,5,II
cg17620300,Island,6,II
cg17842878,N_Shore,10,II
cg01149400,,12,II
cg16218721,Island,2,I
cg21012050,N_Shore,17,II
cg19303748,S_Shore,11,I
cg14266272,,7,II
cg26796708,S_Shore,14,II
cg26379930,,11,II
cg18406000,,6,II
cg16762581,S_Shore,6,II
cg06842946,Island,11,I
cg19463982,Island,17,I
cg24508547,,4,I
cg13389460,S_Shore,1,II
cg11303839,,7,II
cg25687133,,19,II
cg01354137,N_Shore,1,II
cg20144205,,18,II
cg04207286,,13,II
cg16910379,Island,17,II
cg03764440,S_Shore,16,II
cg27327647,,3,II
cg00773205,N_Shore,14,II
cg19582670,N_Shore,19,II
cg04097262,,X,II
cg20611650,,9,II
cg08732431,N_Shore,16,II
cg05337637,N_Shore,9,II
cg17521362,,12,II
cg00488788,Island,15,I
cg04972766,S_Shore,5,II
cg18701296,,13,II
cg25756688,,2,II
cg27004760,,16,II
cg27047965,,1,II
cg23454511,,15,II
cg17575446,,13,II
cg17741809,,10,II
cg02989020,,1,II
cg08006166,N_Shore,3,I
cg23210522,,17,I
cg17644867,Island,14,II
cg07666031,,4,II
cg05189794,,11,II
cg14886857,,15,II
cg00621646,,11,II
cg24788483,,10,I
cg12426717,,12,II
cg13368637,N_Shore,19,II
cg11145461,N_Shore,1,II
cg18241877,S_Shelf,12,II
cg11026611,S_Shore,3,II
cg22741544,,5,II
cg11585264,,6,II
cg04311964,,8,II
cg22850646,,4,II
cg14159605,S_Shore,4,II
cg00664381,,1,II
cg17598923,,5,II
cg22950982,,3,II
cg08961196,Island,8,II
cg27323792,N_Shore,17,II
cg14991804,,10,II
cg25253219,N_Shelf,8,II
cg09620964,,11,II
cg05517438,,2,II
cg25401083,,16,II
cg11201006,,11,II
cg16362074,,19,II
cg13613167,,10,I
cg22017032,S_Shore,16,II
cg19358594,Island,1,I
cg14241970,,16,II
cg12536109,,2,II
cg13838495,,20,II
cg09454324,,9,II
cg27581028,Island,2,II
cg22794078,S_Shore,15,II
cg20788415,Island,X,II
cg24988684,S_Shore,17,II
cg19983221,,11,II
cg18717689,,9,II
cg09239058,Island,19,II
cg07862612,N_Shore,19,II
cg01188183,,1,II
cg12625670,,11,II
cg19712490,Island,11,I
cg13717247,,9,II
cg26703182,Island,19,I
cg02675634,S_Shelf,12,II
cg12982932,,6,II
cg09244297,,6,II
cg11446240,N_Shore,2,I
cg21956919,,11,II
cg08525575,N_Shore,12,II
cg00395667,,8,II
cg00076998,Island,3,II
cg20938507,,6,I
cg16225753,S_Shore,4,II
cg06051048,,22,II
cg01066451,N_Shore,17,II
cg03293330,N_Shelf,3,II
cg24346914,,18,II
cg24740803,,7,II
cg24726137,,17,II
cg10630492,,20,II
cg11026220,N_Shore,19,II
cg10088620,,1,II
cg10004328,,17,II
cg01894614,,18,II
cg11269404,S_Shore,19,II
cg04073358,,11,II
cg14005827,N_Shelf,6,II
cg12501923,Island,17,II
cg23087731,,11,II
cg25312481,Island,1,I
cg15376531,N_Shore,16,I
cg25736830,N_Shore,11,II
cg20735365,S_Shelf,7,II
cg26415605,S_Shore,13,II
cg16491233,,18,II
cg08827075,,4,II
cg26799188,,12,II
cg04779720,Island,1,I
cg01371420,S_Shelf,2,II
cg20379685,,4,II
cg07286457,Island,4,I
cg04659709,,1,II
cg10205852,,7,II
cg04311403,S_Shore,1,II
cg02578584,,8,II
cg06813862,,12,II
cg16387254,N_Shore,1,I
cg27287973,Island,1,I
cg07706958,,8,II
ch.6.2849527R,,6,II
cg13837834,,5,II
cg16843689,Island,4,I
cg21360079,,12,II
cg08575408,,9,II
cg03372076,,4,I
cg00088989,N_Shelf,2,II
cg09923978,,11,II
cg26106720,,1,II
cg21659397,,7,I
cg09631175,,8,II
cg13755677,,9,II
cg07659054,Island,7,II
cg20508726,,1,II
cg04172213,,13,II
cg17465408,N_Shelf,6,I
cg03330022,S_Shelf,1,II
cg13252226,,6,II
cg11195633,,2,II
cg26451817,,X,II
cg17573021,N_Shore,20,II
cg09720768,,20,II
cg12244581,Island,19,I
cg00329014,N_Shore,3,II
cg11445155,,5,II
cg13040509,N_Shore,12,II
cg11070069,Island,6,I
cg22592173,,4,II
cg02770814,Island,5,II
ch.12.74620632F,,12,II
cg11177450,N_Shore,3,II
cg03361665,N_Shelf,19,I
cg25641572,,8,II
cg01235479,,14,II
cg13531315,Island,19,I
cg26764345,S_Shelf,3,II
cg08428512,Island,8,II
cg24438779,Island,18,I
cg24664351,,1,II
cg17256334,Island,2,II
cg25776355,,12,II
cg06002800,Island,22,II
cg25003987,,19,II
cg02050694,Island,9,II
cg02206767,N_Shore,17,I
cg07887517,N_Shore,17,II
cg01976472,,7,II
cg09603795,S_Shore,10,II
cg03099421,S_Shore,5,II
cg06551083,,15,II
cg06987616,Island,10,II
cg07306659,Island,4,I
cg22012577,N_Shore,6,II
cg09360501,S_Shore,19,II
cg18241291,,1,II
cg24584723,,3,II
cg19778785,,14,II
cg03978312,Island,X,I
cg27119639,Island,9,I
cg14798310,N_Shelf,22,II
cg10946038,Island,5,I
cg26113593,N_Shelf,5,I
cg03606272,,12,II
cg27624192,Island,7,I
cg14441480,Island,6,I
cg19549830,,1,II
cg16149607,,9,II
cg21758338,,16,II
cg05131191,,11,II
cg14483492,N_Shelf,4,II
cg24660199,N_Shore,11,II
cg03453035,,6,II
cg17196109,,1,II
cg19081662,N_Shelf,10,II
cg26823162,S_Shore,19,I
cg11564488,,21,II
cg10044405,S_Shore,4,II
cg07620039,Island,19,II
cg08567916,Island,12,I
cg22842882,,X,I
cg03807410,N_Shore,12,I
cg21550812,,19,II
cg21949229,,11,I
cg06640728,Island,7,I
cg06661574,,14,II
cg16315376,Island,1,II
cg16920854,,2,I
cg19771246,,3,II
cg11716073,N_Shore,8,II
cg13718616,,6,II
cg19859428,,1,II
cg09730421,N_Shore,19,II
cg26829261,,3,II
cg10601168,Island,6,II
cg25597177,N_Shelf,13,II
cg26532621,,5,II
cg06610988,S_Shore,18,II
cg26782840,,10,II
cg07573717,,1,II
cg27287808,Island,1,II
cg05704719,,10,II
cg00164949,Island,17,I
cg10251368,Island,16,I
cg10369653,,3,II
cg15028773,,3,II
cg00659252,,8,II
cg14317513,N_Shore,21,II
cg16466334,,11,II
cg03491181,Island,14,II
cg03454397,,6,II
cg22348356,,13,II
cg16041090,,13,II
cg27325293,,1,II
cg12163781,,7,II
cg00984060,Island,22,II
cg14756640,,2,I
cg04574909,,9,II
cg22937172,,2,II
cg26533397,,19,II
cg11063988,Island,19,II
cg15827767,Island,2,I
cg14573519,,1,II
cg19622874,Island,14,II
cg25539045,Island,10,I
cg04702507,,22,II
cg01442851,,15,II
cg26608718,S_Shore,19,II
cg06066138,,13,II
cg05736847,N_Shore,17,II
cg25473981,Island,6,I
cg14368870,,15,II
cg24427216,,12,II
cg24596135,,12,II
cg07790342,,6,I
cg23658362,N_Shore,1,II
cg03618811,,3,II
cg11660726,,17,II
cg27420236,Island,2,II
cg21971896,Island,6,II
cg12102235,,1,I
cg24002158,S_Shore,8,II
cg04237529,,1,II
cg13916961,S_Shore,7,II
cg09312254,Island,12,I
cg11256152,S_Shore,8,II
cg11571888,S_Shore,19,II
cg02046192,,3,II
cg03849297,N_Shelf,1,II
cg23012683,Island,14,I
cg13392478,,1,II
cg12200215,,3,II
cg01713430,N_Shore,X,II
cg03725042,S_Shelf,11,II
cg27616854,N_Shore,2,II
cg24954082,,22,II
cg03725749,,9,II
cg16980511,,17,II
cg04056678,Island,1,II
cg24614332,,14,II
cg27396048,,6,II
cg20058691,,15,II
cg11188572,,4,II
cg08295072,S_Shelf,5,II
cg16703312,Island,1,I
cg06389955,,7,II
cg26115531,,12,II
cg05461529,,6,II
cg13204762,,2,II
cg02153814,Island,3,I
cg23498221,N_Shelf,17,II
cg20238589,,13,II
cg23121170,,5,II
cg14695332,,1,II
cg16051589,S_Shore,9,II
cg06257058,N_Shelf,7,II
cg22064620,Island,9,I
cg03264601,Island,20,I
cg07989466,N_Shore,12,II
cg27269039,,18,II
cg24794992,,16,II
cg12742007,,14,II
cg01675482,,16,II
cg23361537,,3,II
cg00816794,,8,II
cg18775594,,16,II
cg02169386,,2,II
cg11475922,Island,19,II
cg09565111,,13,II
cg10650486,,3,II
cg08388220,,2,I
cg05732767,N_Shore,2,II
cg13769792,,15,II
cg06709447,,14,II
cg10848754,Island,9,I
cg22583147,,3,II
cg27049761,Island,12,I
cg19055411,,20,II
cg00973732,Island,16,I
cg04005378,Island,17,II
cg18701449,,12,II
cg25234117,,3,II
cg24519329,,9,II
cg19463169,Island,19,I
cg20306534,Island,18,I
cg12747505,S_Shore,4,II
cg00817765,N_Shore,1,II
cg05666813,,18,II
cg23897224,,8,II
cg13091131,Island,14,II
cg03654588,Island,17,II
cg24685998,N_Shore,12,II
cg22864266,S_Shore,12,II
cg11497957,,8,I
cg14239099,,2,II
cg26670713,S_Shelf,14,II
cg26132588,,2,II
cg21087962,Island,3,I
cg05030405,,14,II
cg05830870,S_Shore,18,II
cg01301798,,1,II
cg05178136,,11,II
cg17697105,,20,II
cg03299778,,X,II
cg00804587,N_Shore,3,II
cg23367391,,12,II
cg10773249,Island,11,I
cg16182932,,11,II
cg17223218,,1,II
cg17944542,,12,II
cg05485379,,3,I
cg17996699,,2,II
cg02587172,,20,II
cg10111590,,18,II
cg08687829,,10,II
cg18813078,Island,15,II
cg08851851,Island,6,I
cg14868663,Island,14,I
cg16626280,Island,5,I
cg04761077,,7,I
cg11999718,,13,II
cg20077179,Island,X,II
cg15374686,Island,1,II
cg12496694,,6,II
cg17254388,Island,10,II
cg00041996,,14,II
cg13489922,,3,II
cg25656007,N_Shore,9,II
cg11037433,,X,II
cg27109316,,10,II
cg00064733,Island,7,I
cg01397469,Island,7,II
cg12851504,Island,3,I
cg10840864,N_Shore,17,II
cg07086679,,7,II
cg14426596,,7,II
cg11642382,Island,7,I
cg19206274,,2,II
cg21601059,Island,12,I
cg00469015,N_Shore,15,II
cg27485906,,13,II
cg25762396,Island,11,II
cg18079127,,19,II
cg14791511,,8,II
cg05685593,Island,6,I
cg11276280,Island,6,II
cg06332859,N_Shore,2,II
cg18216965,,12,II
cg15108521,,1,II
cg02212389,,7,II
cg04642105,N_Shelf,4,II
cg02502243,,9,II
cg14898232,,2,II
cg16649575,,13,II
cg15638207,Island,6,I
cg21743712,S_Shore,3,II
cg16665434,,18,II
cg13830856,,17,II
cg17357274,,2,II
cg26806919,,10,II
cg23302673,,20,II
cg00991929,,18,II
cg17590234,,1,I
cg05241246,N_Shore,1,II
cg02657721,,3,II
cg12053816,,10,II
cg04383012,Island,2,II
cg08172536,Island,16,I
cg02345433,,13,II
cg10424846,Island,17,I
cg17027726,,3,II
cg17198308,Island,12,II
cg04809712,,7,II
cg27020040,,11,II
cg07099767,Island,17,I
cg18059170,N_Shore,10,II
cg27211444,,3,II
cg26899496,N_Shelf,16,II
cg11051738,,14,II
cg17021265,Island,6,II
cg13359356,N_Shelf,14,II
cg07335755,Island,1,II
cg21651929,,7,II
cg05326918,N_Shore,16,I
cg02422171,,16,II
cg01821615,,11,II
cg03436019,N_Shore,X,II
cg00666014,,1,II
cg07747280,,17,II
cg26016241,,19,I
cg05696353,Island,10,II
cg25857552,N_Shore,14,II
cg25736204,Island,X,I
cg25617236,,5,I
cg12738981,N_Shore,1,II
cg04159905,Island,5,II
cg02645343,Island,X,II
cg10810290,,11,I
ch.2.144326562R,,2,II
cg12412075,Island,19,I
cg12188482,Island,17,II
cg11828775,N_Shore,X,II
cg22211810,,7,I
cg26650655,N_Shore,5,II
cg02795305,,2,II
cg15420159,Island,5,II
cg25112148,N_Shelf,4,II
cg08974463,,12,I
cg09134499,N_Shore,16,II
cg25995599,,11,II
cg23663256,,7,II
cg12243537,N_Shore,17,II
cg11659961,N_Shore,1,II
cg02445968,,10,I
cg20691781,,11,II
cg13503050,,7,II
cg06201030,N_Shore,6,I
cg01662486,,9,II
cg17099815,,15,I
cg12879693,,5,II
cg07089813,N_Shelf,9,II
cg16497008,,1,II
cg26220016,,6,II
cg24127115,,3,II
cg00333828,,15,II
cg09082427,S_Shore,9,I
cg00755751,,14,II
cg17395513,,13,II
cg05939629,S_Shelf,X,II
cg00715772,Island,17,I
cg14636942,N_Shelf,4,II
cg19229309,,19,II
cg16606110,,12,II
cg15433195,,21,II
cg12441997,,3,II
cg07612956,,7,II
cg03823319,,5,II
cg13928782,Island,11,I
cg10982364,Island,2,I
cg22016731,,1,II
cg20887455,,17,II
cg02242290,,9,II
cg14878471,N_Shore,14,II
cg05608261,,11,II
cg07150445,Island,14,II
cg01511126,Island,1,I
cg19512736,S_Shore,19,II
cg00318631,S_Shore,1,II
cg06538039,,19,II
cg05008701,,12,II
cg27287924,N_Shelf,4,II
cg04751149,Island,2,II
cg25194164,,9,II
cg20963261,,5,I
cg18781729,,10,II
cg13140465,N_Shore,15,II
cg03205495,Island,19,II
cg10345429,,7,II
cg10464019,,4,II
cg06763445,,18,II
cg17328455,S_Shore,15,II
cg20640573,Island,19,I
cg12667527,,X,II
cg26331360,Island,4,I
cg26271170,S_Shelf,18,II
cg17086141,N_Shore,17,II
cg09381497,,2,II
cg04075737,,3,II
cg03015943,,7,II
cg01980176,,7,II
cg18809074,,12,II
cg15455156,S_Shore,12,II
cg06367459,S_Shore,19,II
cg05447483,Island,17,I
cg18988751,,15,II
cg26515676,N_Shore,12,I
cg23225193,,15,I
cg21325723,,6,II
cg25638118,S_Shore,15,II
cg26246138,Island,X,I
cg08357961,,1,II
cg27309642,,10,II
cg14597848,,16,II
cg03752699,,16,II
cg03521976,,15,II
cg16535339,,4,II
cg26097674,S_Shelf,2,II
cg01742836,Island,X,I
cg16118476,Island,6,I
cg10404601,Island,19,II
cg10693630,,16,II
cg18205517,Island,22,II
cg04611407,,7,I
cg09211372,,6,II
cg00364304,,16,II
cg26358144,Island,16,I
cg20689661,,7,II
cg01734697,,2,II
cg01508843,,5,II
cg22919784,Island,17,II
cg24007847,,11,II
cg26728851,,11,I
cg03252834,,13,II
cg18130175,,8,II
cg20478181,S_Shore,6,II
cg03344098,,X,II
cg00858865,,10,II
cg12803060,,7,I
cg03796729,Island,14,II
cg05719976,,20,II
cg17698584,,3,I
cg06272555,,9,II
cg11523733,,17,II
cg26252092,,2,II
cg07791866,Island,16,I
cg23428900,Island,9,I
cg07650252,Island,4,II
cg06041278,S_Shore,20,II
cg16850444,N_Shore,10,II
cg04147406,N_Shore,18,II
cg10718066,,22,II
cg14522658,N_Shelf,22,II
cg03008834,Island,22,I
cg02285838,,16,II
cg06732241,,12,II
cg08670281,S_Shore,19,II
cg16493238,,11,II
cg02089380,,2,I
cg19537908,,18,II
cg16079414,,2,II
cg22791932,Island,16,II
cg08151731,Island,15,II
cg08850073,,15,II
cg09060090,N_Shore,9,II
cg12686944,S_Shore,10,II
cg21431832,N_Shelf,22,II
cg03877495,N_Shore,6,II
cg16729899,,7,II
cg22830507,,12,II
cg26621918,N_Shelf,22,II
cg15676528,,2,II
cg26737178,,3,II
cg11253083,,19,II
cg04152154,Island,20,I
cg14239021,,22,II
cg25202845,Island,15,I
cg03485240,N_Shore,16,II
cg04806585,S_Shore,18,II
cg09335200,,10,II
cg02241145,N_Shore,22,II
cg09019916,N_Shore,2,II
cg13333049,,X,II
cg17883492,,11,II
cg09802186,Island,16,I
cg25798600,,6,II
cg26743569,Island,2,II
cg20730917,,11,II
cg20064122,Island,22,II
cg18892861,,12,II
