IlmnID,Infinium_Design_Type,CHR,MAPINFO,Relation_to_UCSC_CpG_Island
cg09427718,II,4,23819929,
cg09427998,II,4,13530470,N_Shore
cg09428031,II,4,48782361,S_Shore
cg09428681,II,4,110793399,
cg09428766,II,4,73941755,
cg09428868,I,4,7768040,
cg09430391,II,4,46392972,S_Shore
cg09433794,II,4,156126097,N_Shelf
cg09434803,II,4,26863372,S_Shore
cg09435090,II,4,17513980,Island
cg09435170,II,4,184256627,
cg09438069,II,4,187581093,
cg09439010,II,4,55852467,
cg09440095,I,4,164253767,S_Shore
cg09444818,II,4,102097226,
cg09446567,II,4,179734204,
cg09447207,I,4,189203391,N_Shore
cg09447786,I,4,1594089,N_Shore
cg09447808,II,4,103267071,S_Shore
cg09450097,II,4,62194059,
cg09450657,II,4,8642776,N_Shelf
cg09451574,II,4,113069076,S_Shore
cg09453983,II,4,146080425,
cg09457801,II,4,81257269,Island
cg09458197,II,4,2536968,N_Shore
cg09459044,II,4,106395029,Island
cg09461545,II,4,25845210,
cg09462240,II,4,1409497,S_Shore
cg09463174,II,4,42396195,N_Shelf
cg09463890,II,4,37960795,
cg09464883,II,4,79689621,
cg09466190,II,4,119763191,
cg09466312,II,4,580474,N_Shore
cg09466314,I,4,75858615,Island
cg09468051,II,4,41879262,N_Shore
cg09468777,I,4,658981,S_Shore
cg09472821,II,4,4405913,
cg09473510,I,4,187476573,Island
cg09475757,II,4,178230851,Island
cg09476891,II,4,82393353,Island
cg09477006,I,4,6711267,Island
cg09477292,I,4,6577027,Island
cg09490880,I,4,24914970,
cg09491068,II,4,41478990,
cg09491670,II,4,53529646,S_Shelf
cg09494176,I,4,3193868,
cg09494313,I,4,48833088,Island
cg09495977,I,4,8271507,Island
cg09496130,II,4,99538493,
cg09496303,II,4,7187171,
cg09499698,I,4,68411154,Island
cg09500171,II,4,42460818,
cg09503566,II,4,15907489,
cg09503927,II,4,39460088,Island
cg09504398,II,4,146019088,N_Shore
cg09509433,II,4,119691545,
cg09509543,II,4,119757682,Island
cg09511237,I,4,140477492,Island
cg09511421,II,4,116034871,
cg09519400,II,4,15780728,Island
cg09520393,II,4,9783059,Island
cg09521108,I,4,74735149,Island
cg09525324,I,4,95372865,Island
cg09525490,II,4,144435641,S_Shore
cg09526122,I,4,1828794,Island
cg09526135,II,4,85603757,
cg09526343,I,4,189485260,
cg09526685,II,4,187126073,
cg09526693,II,4,123378308,
cg09526697,II,4,3953675,N_Shelf
cg09527687,II,4,153549242,
cg09527769,II,4,190582456,
cg09528056,II,4,2964211,N_Shore
cg09528660,II,4,89568662,
cg09529065,II,4,2842531,N_Shelf
cg09531225,II,4,82393079,Island
cg09532284,I,4,16084247,Island
cg09532503,II,4,119711185,
cg09533783,II,4,5830374,
cg09534159,I,4,10458918,Island
cg09535718,II,4,3521533,S_Shore
cg09537038,II,4,185291534,
cg09537568,II,4,85778686,
cg09538819,II,4,166322321,
cg09541834,II,4,26575624,
cg09542154,II,4,128778193,
cg09543727,I,4,120550218,Island
cg09544144,II,4,185777688,
cg09544641,II,4,7043168,N_Shore
cg09545984,II,4,1562253,
cg09548167,II,4,109572013,Island
cg09550768,II,4,169482515,
cg09551502,I,4,7148851,
cg09555153,II,4,186544662,N_Shore
cg09555544,II,4,1049782,Island
cg09555617,I,4,1827337,N_Shore
cg09555706,II,4,1160897,N_Shore
cg09556043,II,4,144621952,Island
cg09556631,II,4,186659155,
cg09557149,II,4,183816164,
cg09558281,I,4,27102927,
cg09558315,II,4,5711301,N_Shore
cg09558619,II,4,3828046,
cg09559950,I,4,4873514,Island
cg09560294,II,4,37892962,Island
cg09560658,II,4,106969512,
cg09560763,II,4,81114251,N_Shelf
cg09561739,II,4,47916869,Island
cg09562045,II,4,5890424,Island
cg09563777,II,4,55885870,
cg09564802,II,4,147249408,
cg09565002,II,4,15939889,
cg09565526,II,4,87812668,N_Shore
cg09565938,II,4,4874172,Island
cg09566023,II,4,48970898,
cg09566237,II,4,509589,
cg09567511,I,4,6155914,
cg09568483,II,4,129753010,
cg09568924,II,4,17277892,
cg09569258,I,4,57844912,Island
cg09569989,I,4,38053419,
cg09570250,II,4,110676767,
cg09570807,II,4,74125882,S_Shore
cg09570974,II,4,571737,Island
cg09571713,II,4,168154775,N_Shore
cg09573795,II,4,4863874,N_Shore
cg09573843,I,4,154409945,
cg09575242,II,4,41260585,S_Shore
cg09576124,II,4,1807287,Island
cg09577083,II,4,6303856,Island
cg09578568,II,4,113432770,S_Shore
cg09578829,II,4,37910251,
cg09579561,II,4,2252195,
cg09580409,I,4,183065519,Island
cg09590733,II,4,88530371,
cg09593291,I,4,179734220,
cg09593727,I,4,132273830,
cg09595050,I,4,81110205,Island
cg09595275,II,4,26442578,
cg09595537,I,4,668144,Island
cg09599228,II,4,159444830,
cg09606692,II,4,139649131,
cg09608712,II,4,168155219,Island
cg09611363,II,4,76912323,S_Shore
cg09611793,I,4,48833193,Island
cg09614876,I,4,52861831,
cg09615276,II,4,64767210,
cg09615353,I,4,187026710,Island
cg09616494,II,4,36333625,
cg09616640,II,4,41216812,Island
cg09619028,II,4,159644177,Island
cg09622122,II,4,660957,S_Shelf
cg09622285,II,4,88340947,N_Shelf
cg09623286,I,4,154605468,Island
cg09625276,I,4,39529229,Island
cg09628649,II,4,190944304,Island
cg09632271,II,4,68441222,
cg09632907,II,4,54969963,S_Shore
cg09632936,II,4,40337262,
cg09633129,I,4,2936284,Island
cg09635395,II,4,146601470,
cg09635541,II,4,812499,Island
cg09636525,II,4,7052612,Island
cg09638344,II,4,6271000,N_Shore
cg09639094,II,4,171010728,N_Shore
cg09640555,II,4,77406773,
cg09644662,II,4,37585294,
cg09646026,II,4,107269030,
cg09646593,II,4,125631168,N_Shelf
cg09654329,I,4,3413614,N_Shore
cg09655782,I,4,57333859,Island
cg09657538,II,4,89445094,S_Shore
cg09659197,II,4,152720779,
cg09662896,I,4,44728642,Island
cg09664170,II,4,188534912,Island
cg09664684,I,4,38665613,Island
cg09666717,II,4,106071543,S_Shelf
cg09669853,II,4,166794895,Island
cg09674627,II,4,6470947,N_Shore
cg09679227,II,4,144435546,S_Shore
cg09679234,II,4,46392417,Island
cg09680447,II,4,1037615,
cg09680827,II,4,147043613,
cg09681089,II,4,187646730,Island
cg09681278,II,4,99061101,N_Shelf
cg09682129,II,4,123300788,Island
cg09688546,II,4,157997363,Island
cg09689155,II,4,57666426,
cg09689224,II,4,3742357,Island
cg09689478,II,4,153807318,
cg09690103,II,4,14603924,
cg09690449,II,4,187998952,
cg09691317,II,4,1379690,
cg09691861,II,4,77870047,Island
cg09692129,I,4,58029962,Island
cg09693004,II,4,134072931,Island
cg09693228,II,4,2965311,Island
cg09702105,I,4,108910794,Island
cg09702453,II,4,1362219,N_Shore
cg09703136,II,4,173995054,
cg09705759,I,4,140555532,
cg09707262,II,4,113438462,S_Shore
cg09710521,II,4,103605622,
cg09710586,II,4,6472234,Island
cg09711356,II,4,1807380,Island
cg09717333,I,4,140222144,N_Shore
cg09717352,II,4,89740889,
cg09717979,I,4,103790325,Island
cg09718708,II,4,48272297,Island
cg09719750,II,4,40178593,
cg09720012,II,4,108637177,N_Shelf
cg09720785,II,4,151937577,S_Shore
cg09720833,II,4,124427045,Island
cg09721580,I,4,8256393,
cg09721961,II,4,58235517,
cg09722277,I,4,186435634,
cg09722742,I,4,168155695,Island
cg09726866,II,4,79083545,
cg09728457,II,4,3651354,
cg09728487,II,4,141079462,S_Shelf
cg09729030,II,4,114102786,
cg09730689,II,4,122184241,
cg09732405,II,4,187422005,N_Shore
cg09733496,II,4,155337722,N_Shore
cg09733706,II,4,89648349,
cg09735140,II,4,152330774,Island
cg09735869,II,4,3319127,Island
cg09739887,I,4,7105262,
cg09745243,I,4,74965068,Island
cg09746494,II,4,147568715,
cg09747169,I,4,190941752,N_Shore
cg09748973,II,4,1339675,N_Shore
cg09748975,I,4,4864532,Island
cg09749049,II,4,3514800,Island
cg09750385,II,4,156588012,N_Shore
cg09751842,II,4,9661422,
cg09752496,II,4,41798561,
cg09752627,I,4,25657160,Island
cg09755397,II,4,102341105,
cg09755784,II,4,1047097,N_Shelf
cg09756226,II,4,125343843,
cg09757838,II,4,148605817,S_Shore
cg09757859,II,4,119948505,
cg09758273,I,4,1237995,N_Shelf
cg09758490,I,4,1198524,
cg09760963,I,4,154680808,Island
cg09762648,II,4,189258068,
cg09763095,II,4,102177107,
cg09763814,I,4,680234,Island
cg09763839,I,4,15004091,Island
cg09764206,I,4,185396278,S_Shore
cg09764474,II,4,24484508,
cg09765258,II,4,108815627,
cg09767602,I,4,183370138,Island
cg09768983,II,4,183935060,
cg09772954,I,4,172734514,Island
cg09774649,II,4,8476536,
cg09774931,II,4,115378669,
cg09775169,II,4,10147330,Island
cg09780241,I,4,111535597,N_Shelf
cg09781944,I,4,20254519,Island
cg09781994,I,4,111548118,N_Shore
cg09783457,II,4,93126098,
cg09784335,II,4,41875193,N_Shore
cg09785172,II,4,6271658,Island
cg09786062,II,4,152097288,
cg09786608,I,4,120550047,Island
cg09788788,I,4,87468529,
cg09788843,II,4,154711081,N_Shore
cg09789721,II,4,7463007,
cg09795809,I,4,183062729,N_Shore
cg09796800,I,4,128651518,Island
cg09796886,I,4,39640558,Island
cg09797433,II,4,87938832,
cg09798801,II,4,137277541,S_Shore
cg09801523,II,4,128982462,Island
cg09802066,II,4,183063534,Island
cg09802192,II,4,49578715,
cg09802389,II,4,122617307,N_Shore
cg09807315,II,4,1353919,
cg09807452,II,4,140099025,Island
cg09807565,II,4,56502788,S_Shore
cg09807643,II,4,1562946,
cg09811080,II,4,141071817,Island
cg09812070,I,4,46995689,Island
cg09814128,II,4,178243783,
cg09816180,II,4,72650088,
cg09816652,II,4,54934243,S_Shelf
cg09816756,II,4,69047758,N_Shore
cg09818588,I,4,84406319,Island
cg09821936,II,4,1642054,N_Shelf
cg09826550,II,4,47839283,Island
cg09826759,II,4,190284978,Island
cg09831144,II,4,185942222,Island
cg09836344,I,4,1243392,Island
cg09839177,II,4,124791563,
cg09839318,I,4,921295,
cg09841488,I,4,175750527,Island
cg09841884,I,4,16504379,
cg09843331,I,4,169931117,Island
cg09845184,II,4,187510183,
cg09846177,II,4,174437333,N_Shore
cg09848324,II,4,56458183,
cg09848659,II,4,157892087,N_Shore
cg09849472,II,4,103789962,N_Shore
cg09852079,II,4,41992123,N_Shore
cg09852389,II,4,4397942,
cg09852693,I,4,150999899,Island
cg09853371,II,4,57522145,Island
cg09853646,I,4,48925826,
cg09854515,II,4,111554385,N_Shore
cg09856153,I,4,1330936,N_Shelf
cg09859768,II,4,109092312,N_Shore
cg09861710,I,4,148605341,Island
cg09861977,II,4,1562073,
cg09862845,I,4,530437,Island
cg09862990,II,4,100555227,
cg09863040,I,4,129730729,Island
cg09865015,I,4,1202509,N_Shore
cg09866119,II,4,4291695,N_Shore
cg09867290,I,4,174431730,S_Shore
cg09867452,II,4,6665095,N_Shore
cg09867755,I,4,187404988,
cg09870834,II,4,957817,N_Shelf
cg09883255,II,4,1402852,N_Shore
cg09883987,II,4,5822815,
cg09884257,II,4,6988322,Island
cg09884389,I,4,129731315,N_Shore
cg09884451,II,4,2366831,Island
cg09885664,II,4,95380105,
cg09887251,I,4,1024735,N_Shelf
cg09887298,II,4,54152475,
cg09888156,II,4,140222272,N_Shore
cg09888336,II,4,57180335,Island
cg09892710,II,4,172733566,N_Shore
cg09894096,I,4,100970432,
cg09895166,II,4,151615431,
cg09906193,II,4,38664952,Island
cg09906233,I,4,2341263,Island
cg09907542,II,4,7033761,
cg09908494,I,4,105412470,N_Shore
cg09910611,II,4,110731205,
cg09910856,II,4,148732199,
cg09912005,I,4,123300640,Island
cg09912079,II,4,3409828,
cg09912350,I,4,156588326,Island
cg09912806,II,4,88343654,N_Shore
cg09913413,II,4,1894156,
cg09915299,II,4,38666663,S_Shore
cg09915835,I,4,115519567,Island
cg09916234,II,4,1976220,
cg09916357,II,4,157397131,
cg09917029,II,4,24263676,
cg09917805,II,4,4763596,
cg09918082,II,4,4861101,N_Shore
cg09919471,II,4,876456,Island
cg09919982,II,4,3451216,S_Shore
cg09920549,I,4,2264324,Island
cg09920962,II,4,63380813,
cg09921610,II,4,41259866,Island
cg09921821,I,4,3371928,N_Shelf
cg09926747,II,4,110224247,Island
cg09927311,II,4,90481402,
cg09934926,II,4,111115815,N_Shore
cg09936561,II,4,9783623,Island
cg09939375,II,4,40755027,S_Shelf
cg09940872,I,4,8160571,Island
cg09941581,II,4,124220074,
cg09941851,I,4,660376,S_Shelf
cg09942303,II,4,166248675,Island
cg09942463,II,4,905223,N_Shelf
cg09943401,II,4,57276595,
cg09944899,II,4,22518476,S_Shore
cg09947026,II,4,53522929,N_Shelf
cg09947615,II,4,42659549,Island
cg09947881,I,4,178363729,S_Shore
cg09948192,I,4,7069943,Island
cg09949789,II,4,6990245,S_Shore
cg09950011,I,4,41386514,
cg09954820,II,4,100357176,
cg09959931,I,4,671550,N_Shelf
cg09960109,II,4,134072237,Island
cg09963123,II,4,38664654,Island
cg09964246,II,4,183839136,Island
cg09964575,II,4,1695311,
cg09965668,I,4,1977395,N_Shelf
cg09970349,II,4,1711630,N_Shore
cg09970578,II,4,11370565,Island
cg09973105,II,4,154681532,S_Shore
cg09973375,II,4,159644880,S_Shore
cg09975995,II,4,175899203,
cg09976051,II,4,178362394,N_Shore
cg09977446,I,4,142054776,S_Shore
cg09978860,I,4,56023921,Island
cg09979924,II,4,8359499,
cg09981884,II,4,1720110,N_Shelf
cg09983252,II,4,119555556,
cg09983370,I,4,42658444,Island
cg09985615,II,4,58291304,
cg09986292,I,4,13525605,Island
cg09987789,I,4,87928110,Island
cg09988671,II,4,8351738,S_Shelf
cg09988738,II,4,4857255,N_Shore
cg09990790,I,4,73934953,Island
cg09990852,II,4,71587726,
cg09992215,I,4,57370492,N_Shore
cg09994756,I,4,8185163,
cg09997530,II,4,72636217,
cg09997532,II,4,11403999,S_Shelf
cg09998004,II,4,88244909,
cg09998692,I,4,83934395,S_Shore
cg09999563,I,4,57253666,Island
cg10000195,II,4,43758625,
cg10000775,II,4,186456556,Island
cg10002561,I,4,122744832,Island
cg10002915,II,4,149369175,S_Shelf
cg10003231,II,4,187851724,
cg10004897,II,4,7054700,N_Shore
cg10005960,II,4,8430380,Island
cg10009056,I,4,187475841,N_Shore
cg10009224,I,4,742497,S_Shore
cg10009737,II,4,74721678,S_Shelf
cg10009908,II,4,135865451,Island
cg10010780,II,4,187629520,
cg10019083,II,4,7985149,
cg10019467,II,4,40632788,S_Shore
cg10021238,II,4,113569128,
cg10021428,II,4,53588038,N_Shore
cg10022553,I,4,190566567,Island
cg10024909,II,4,174452985,S_Shore
cg10026495,II,4,77631215,
cg10028549,II,4,7941894,S_Shore
cg10029177,II,4,6735468,
cg10029186,I,4,174430771,Island
cg10030636,II,4,2060566,Island
cg10031042,II,4,101090547,
cg10031614,I,4,81187601,Island
cg10032235,II,4,190481416,
cg10032387,I,4,38988166,
cg10032668,II,4,187065417,N_Shore
cg10032748,I,4,48782500,S_Shore
cg10049708,II,4,6201080,Island
cg10049783,II,4,646577,N_Shore
cg10049789,II,4,8202531,
cg10051588,II,4,16255438,N_Shelf
cg10051615,II,4,184019561,Island
cg10053187,I,4,1366121,N_Shore
cg10055501,I,4,111540657,N_Shore
cg10055655,II,4,83274896,
cg10056356,I,4,144621898,Island
cg10056520,II,4,1188617,Island
cg10057126,II,4,77819792,S_Shore
cg10057264,II,4,75174204,
cg10058464,I,4,81257211,Island
cg10059484,II,4,183839326,S_Shore
cg10059511,II,4,156875175,S_Shore
cg10059660,I,4,44450234,Island
cg10060562,II,4,82127274,
cg10061361,II,4,122078167,
cg10062193,II,4,47533905,
cg10062316,II,4,88245032,
cg10062503,I,4,6839424,
cg10063179,II,4,187476326,Island
cg10072261,II,4,119980361,
cg10072319,II,4,152148822,
cg10074544,II,4,110223700,Island
cg10075260,I,4,175205333,Island
cg10075923,II,4,16078889,
cg10078750,II,4,2421179,S_Shore
cg10085474,II,4,1221935,Island
cg10085623,I,4,189552622,Island
cg10087973,II,4,55524199,Island
cg10088985,I,4,74864313,Island
cg10090058,I,4,184024582,S_Shelf
cg10090292,II,4,9653008,
cg10091891,I,4,13417329,
cg10092607,II,4,25097821,Island
cg10094333,II,4,41288453,
cg10094443,II,4,39529866,S_Shore
cg10094846,II,4,4135961,
cg10095206,I,4,42659281,Island
cg10096405,II,4,1208301,N_Shore
cg10096579,II,4,3572794,
cg10096955,II,4,174478667,
cg10098221,II,4,53523482,N_Shore
cg10099209,II,4,100140474,
cg10099518,I,4,7787960,
cg10099813,II,4,15022372,
cg10100266,I,4,186143656,
cg10104674,II,4,79052724,
cg10105917,II,4,152752443,
cg10106268,I,4,41992139,N_Shore
cg10106725,I,4,3071494,N_Shelf
cg10107529,II,4,15344779,
cg10112017,II,4,571489,Island
cg10112943,II,4,148401351,N_Shore
cg10113197,II,4,132684138,N_Shore
cg10113414,II,4,209682,S_Shelf
cg10113582,I,4,905918,N_Shore
cg10114327,II,4,122301573,Island
cg10117400,II,4,6992752,S_Shelf
cg10117734,II,4,169552557,N_Shore
cg10118828,II,4,118955484,S_Shore
cg10120605,II,4,57845029,Island
cg10120856,II,4,157996959,N_Shore
cg10122877,II,4,37585361,
cg10125291,I,4,4139916,
cg10127275,II,4,165304496,Island
cg10128806,I,4,78977322,N_Shore
cg10128894,II,4,4856820,N_Shore
cg10129391,II,4,54582825,
cg10131286,II,4,76554724,N_Shore
cg10132104,I,4,8108443,
cg10132348,I,4,6784379,Island
cg10133171,II,4,188534448,N_Shore
cg10133462,II,4,1305113,Island
cg10134425,II,4,153934955,
cg10134910,II,4,1076041,
cg10135260,II,4,1523074,Island
cg10135894,I,4,7862655,
cg10136560,II,4,140737518,
cg10136736,II,4,183370445,Island
cg10142837,II,4,111758936,
cg10143488,II,4,141085292,
cg10143543,II,4,76437005,N_Shelf
cg10144483,II,4,180981242,S_Shore
cg10146199,II,4,157998201,S_Shore
cg10146216,II,4,77176869,S_Shelf
cg10147479,II,4,185872977,Island
cg10149329,II,4,128887145,S_Shore
cg10149533,II,4,154064784,
cg10150813,II,4,25865178,Island
cg10150824,II,4,187855570,
cg10152447,II,4,16324929,
cg10152624,I,4,1346939,
cg10153712,II,4,7373022,
cg10154973,II,4,114367529,
cg10156125,I,4,115520072,Island
cg10156669,II,4,714045,Island
cg10158181,II,4,2965841,Island
cg10159923,II,4,861224,
cg10160807,I,4,3677497,
cg10162914,II,4,170943016,N_Shelf
cg10164264,I,4,1373477,
cg10167756,II,4,187578515,
cg10169812,II,4,15779392,N_Shore
cg10172669,II,4,42154840,Island
cg10182321,II,4,5052393,N_Shore
cg10182418,II,4,38858536,
cg10183150,II,4,120222239,S_Shore
cg10184864,I,4,9693329,Island
cg10187907,II,4,4292287,Island
cg10189525,I,4,103422196,Island
cg10189607,II,4,184719753,Island
cg10189695,II,4,8582300,Island
cg10189763,II,4,71337726,
cg10189774,I,4,17578691,Island
cg10190898,II,4,151163526,
cg10192893,I,4,41747895,Island
cg10193420,I,4,4049816,
cg10194319,II,4,163530781,
cg10194729,I,4,631579,
cg10195146,II,4,3473737,N_Shore
cg10195692,II,4,166128178,N_Shore
cg10195702,I,4,2758288,S_Shore
cg10196720,I,4,134069593,Island
cg10197305,I,4,125112,S_Shore
cg10198664,II,4,83631584,
cg10202508,I,4,166034152,Island
cg10202557,II,4,24982173,
cg10203207,II,4,142730959,
cg10203211,I,4,185018682,Island
cg10203523,II,4,6711606,Island
cg10203610,II,4,155664150,Island
cg10203922,II,4,145566200,N_Shore
cg10204848,II,4,147867213,S_Shore
cg10205287,II,4,100815590,
cg10207052,II,4,147444204,S_Shore
cg10207656,II,4,149019526,
cg10208132,II,4,16362584,Island
cg10208269,I,4,111508999,Island
cg10208370,I,4,90758469,Island
cg10209087,II,4,169401183,N_Shore
cg10217449,II,4,44727930,N_Shore
cg10217528,II,4,72032855,
cg10218558,I,4,184644017,Island
cg10218799,II,4,81187125,N_Shore
cg10219157,II,4,2395549,
cg10221240,II,4,1004669,Island
cg10223155,II,4,62512765,
cg10223225,I,4,22517932,Island
cg10226257,II,4,183412410,
cg10227830,II,4,144332828,
cg10227863,II,4,55120729,
cg10228293,II,4,39183935,Island
cg10231049,II,4,3769754,Island
cg10231500,II,4,26492870,
cg10233639,II,4,128803642,S_Shore
cg10235056,II,4,76912131,Island
cg10235817,II,4,3768555,Island
cg10236417,II,4,109541393,
cg10236503,I,4,153456147,Island
cg10236603,II,4,85246175,
cg10237419,I,4,110224235,Island
cg10237599,II,4,57846746,S_Shore
cg10238092,II,4,190228298,N_Shore
cg10239319,II,4,6073656,
cg10241776,II,4,169137968,
cg10242089,I,4,144480740,Island
cg10242160,II,4,48493350,Island
cg10242279,II,4,10666415,
cg10242602,II,4,188916875,Island
cg10244706,II,4,3874057,S_Shore
cg10245072,I,4,38825664,
cg10247405,II,4,3651233,
cg10248878,II,4,54965109,N_Shore
cg10249074,II,4,83542146,
cg10249132,II,4,153458013,S_Shore
cg10250107,II,4,7940843,Island
cg10250534,II,4,24586033,Island
cg10261589,I,4,103997969,Island
cg10266211,II,4,4860082,Island
cg10267809,II,4,166201051,
cg10268889,II,4,24474079,Island
cg10269431,II,4,110837358,
cg10269548,I,4,53728923,Island
cg10270211,II,4,36641040,
cg10270436,II,4,7114067,
cg10271547,I,4,7430936,
cg10272520,II,4,151178205,S_Shore
cg10274108,I,4,38082931,
cg10274364,I,4,1283396,Island
cg10277872,II,4,4136918,
cg10277927,I,4,118006825,Island
cg10278506,II,4,38056456,
cg10279832,II,4,154682576,S_Shore
cg10281378,II,4,8651225,
cg10282330,II,4,41722038,
cg10288772,II,4,149363461,Island
cg10289060,II,4,9494487,N_Shore
cg10289080,II,4,175138686,S_Shelf
cg10291288,II,4,77610404,Island
cg10292436,II,4,6244312,N_Shelf
cg10294732,II,4,41614397,
cg10294822,II,4,62066375,Island
cg10294960,I,4,16258106,Island
cg10295955,II,4,187884368,Island
cg10299128,II,4,82796846,
cg10299214,II,4,186000492,
cg10302285,I,4,113063260,N_Shelf
cg10304682,II,4,187851405,
cg10307548,II,4,24795830,
cg10307662,II,4,4679628,
cg10308775,I,4,178478768,
cg10310081,II,4,7105272,
cg10312522,II,4,129275525,
